"storm_id","date","tclat","tclon","vmax"
"BOPHA_2012",2012-12-05 04:00:00,10.4391824704652,119.094110099077,33.7911708227273
"BOPHA_2012",2012-12-05 05:00:00,10.5224244416916,118.937052809249,33.836210398262
"BOPHA_2012",2012-12-05 06:00:00,10.6050763255844,118.787261140633,33.8687685517166
"BOPHA_2012",2012-12-05 07:00:00,10.687066359772,118.644943085684,33.884981879114
"BOPHA_2012",2012-12-05 08:00:00,10.7683227818827,118.510306636857,33.8809869764769
"BOPHA_2012",2012-12-05 09:00:00,10.8487890540574,118.383447257863,33.8539810633469
"BOPHA_2012",2012-12-05 10:00:00,10.9284695364859,118.264010297438,33.8054038533409
"BOPHA_2012",2012-12-05 11:00:00,11.0073838138706,118.151528575575,33.7377556835948
"BOPHA_2012",2012-12-05 12:00:00,11.0855514709138,118.045534912266,33.6535368912442
"BOPHA_2012",2012-12-05 13:00:00,11.1629920923179,117.945562127502,33.555247813425
"BOPHA_2012",2012-12-05 14:00:00,11.2397252627851,117.851143041277,33.4453887872728
"BOPHA_2012",2012-12-05 15:00:00,11.3157705670177,117.761810473582,33.3264601499234
"BOPHA_2012",2012-12-05 16:00:00,11.3911475897182,117.67709724441,33.2009622385126
"BOPHA_2012",2012-12-05 17:00:00,11.4658759155887,117.596536173752,33.0713953901762
"BOPHA_2012",2012-12-05 18:00:00,11.5399751293315,117.519660081602,32.9402599420498
"BOPHA_2012",2012-12-05 19:00:00,11.6134648156491,117.446001787951,32.8100562312693
"BOPHA_2012",2012-12-05 20:00:00,11.6863645592438,117.375094112791,32.6832845949704
"BOPHA_2012",2012-12-05 21:00:00,11.7586939448177,117.306469876115,32.5624453702889
"BOPHA_2012",2012-12-05 22:00:00,11.8304725570733,117.239661897915,32.4500388943604
"BOPHA_2012",2012-12-05 23:00:00,11.9017199807129,117.174202998184,32.3485655043208
"BOPHA_2012",2012-12-06 00:00:00,11.9724558004387,117.109625996912,32.2605255373058
"BOPHA_2012",2012-12-06 01:00:00,12.0426996009531,117.045463714094,32.1884193304512
"BOPHA_2012",2012-12-06 02:00:00,12.1124709669585,116.98124896972,32.1347472208927
"BOPHA_2012",2012-12-06 03:00:00,12.181789483157,116.916514583783,32.1020095457661
"BOPHA_2012",2012-12-06 04:00:00,12.2506747342511,116.850793376276,32.0927066422072
"BOPHA_2012",2012-12-06 05:00:00,12.319146304943,116.78361816719,32.1093388473516
"BOPHA_2012",2012-12-06 06:00:00,12.387223779935,116.714521776518,32.1544064983351
"BOPHA_2012",2012-12-06 07:00:00,12.4549651584716,116.643208284847,32.2298386482764
"BOPHA_2012",2012-12-06 08:00:00,12.5225820979654,116.570066815146,32.3352792142253
"BOPHA_2012",2012-12-06 09:00:00,12.5903246703712,116.495657750979,32.4698008292145
"BOPHA_2012",2012-12-06 10:00:00,12.6584429476435,116.420541475909,32.6324761262768
